http://	<urlopen error no host given>
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Hockey%20overstates%20the%20power%20of%20congress%20to%20block%20Obama\'s%20emissions%20pledge%20%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-11-18%2Fhockey-overstating-congress-obama-emissions-pledge-fact-check%2F5891034&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Clive%20Palmer\'s%20economic%20stimulus%20claim%20improbable%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2013-09-16%2Fpalmer-tax-instalments%2F4951312&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://ministers.treasury.gov.au/DisplayDocs.aspx?doc=pressreleases/2009/009.htm&pageID=003&min=wms&Year=&DocType=0	hostname 'ministers.treasury.gov.au' doesn't match either of 'www.takeovers.gov.au', 'takeovers.gov.au'
https://twitter.com/intent/tweet?text=Kevin%20Rudd\'s%20%2470%20billion%20black%20hole%20claim%20not%20credible%20%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2013-08-14%2Fkevin-rudd-70-billion-black-hole-claim-not-credible%2F4871852&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
http://www.who.int/features/factfiles/diabetes/facts/en/	HTTP Error 404: Not Found
https://reports.ofsted.gov.uk/provider/files/2563399/urn/138516.pdf	HTTP Error 404: Not Found
https://www.capetown.gov.za/en/CityHealth/Pages/Bylaw.aspx	HTTP Error 404: Not Found
https://www.liberal.org.au/latest-news/2013/08/13/tony-abbott-coalition-eliminate-hundreds-mobile-phone-black-spots-across	HTTP Error 403: Forbidden
http://aid.dfat.gov.au/Publications/web/australias-international-development-assistance-program-2013-14/Documents/budget-2013-14-blue-book.pdf	<urlopen error timed out>
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/UlwTf/3?abcnewsembedheight=300	HTTP Error 404: Not Found
https://www.betterqueensland.org.au/gettingqueenslandbackinbusiness	<urlopen error [SSL: UNKNOWN_PROTOCOL] unknown protocol (_ssl.c:833)>
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/omhta/6?abcnewsembedheight=355	HTTP Error 404: Not Found
http://5wentworth.com.au/media.ashx/david-bennett-qc-cv-2017.pdf	timed out
http://tonyabbott.com.au/News/tabid/94/articleType/ArticleView/articleId/9319/Joint-Doorstop-Interview-Sydney.aspx	HTTP Error 404: Not Found
https://www.pm.gov.au/media/2016-01-29/interview-neil-mitchell-radio-3aw	HTTP Error 404: Not Found
http://www.interpol.int/Crime-areas/Trafficking-in-human-beings/People-smuggling	HTTP Error 403: Forbidden
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/7HMc1/3?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.budget.gov.au/2008-09/content/ministerial_statements/download/ausaid.pdf	HTTP Error 404: Not Found
http://www.pm.gov.au/press-office/australia-and-papua-new-guinea-regional-settlement-arrangement	HTTP Error 404: Not Found
http://www.aihw.gov.au/alcohol-and-other-drugs/ndshs/2013/tobacco/	HTTP Error 403: Forbidden
http://www.greghunt.com.au/Home/LatestNews/tabid/133/ID/4399/More-resources-to-help-fight-opioid-addiction.aspx	HTTP Error 404: Not Found
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1125125/	HTTP Error 403: Forbidden
http://www.iata.org/pressroom/facts_figures/fact_sheets/Documents/fuel-fact-sheet.pdf	HTTP Error 403: Forbidden
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1bc0fdc7-f71b-4767-878a-7b9e064e1849/toc_pdf/House%20of%20Representatives_2018_09_19_6571.pdf;fileType=application%2Fpdf#page=82	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/library/prspub/1244230/upload_binary/1244230.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/handbook/newhandbook/2014-10-31/toc_pdf_repeat/Part%205%20-%20Referendums%20and%20Plebiscites.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/media/pressrel/YFY46/upload_binary/yfy462.pdf;fileType=application%2Fpdf#search=%22media/pressrel/YFY46%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;db=CHAMBER;id=chamber%2Fhansards%2F1998-11-25%2F0081;query=Id%3A%22chamber%2Fhansards%2F1998-11-25%2F0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.juliebishop.com.au/channel-ten-project/	HTTP Error 403: Forbidden
http://parlinfo.aph.gov.au/parlInfo/download/legislation/ems/r5327_ems_f7aeb948-26ed-4333-97dc-b13f4fa1f460/upload_pdf/14186sem.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22legislation%2Fems%2Fr5396_ems_43d461b7-fba8-4cdb-a1b9-13a1ba097888%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.dpmc.gov.au/INSLM/index.cfm	HTTP Error 404: Not Found
http://www.naccho.org.au/download/aboriginal-health/Leader%20of%20the%20Oposition%20Tony%20Abbott.pdf	HTTP Error 404: Not Found
https://www.parliament.nsw.gov.au/prod/parlment/publications.nsf/0/06E66FAFD8822819CA256ECF000C8BC4/$File/2003NSWElectionFinal.pdf	HTTP Error 404: NOT FOUND
https://www.ato.gov.au/Individuals/Super/In-detail/Contributions/Low-income-super-contribution/?page=1	HTTP Error 403: Forbidden
https://docs.education.gov.au/system/files/doc/other/ipsp_guidelines_20132016_0_0.pdf	HTTP Error 403: Forbidden
http://ptv.vic.gov.au/about-ptv/victoria-s-pt-network/customer-service-charters/	HTTP Error 403: Forbidden
http://www.acilallen.com.au/cms_files/ACILAllen_FCAI_September2013.pdf	HTTP Error 404: Not Found
https://www.agl.com.au/about-agl/media-centre/asx-and-media-releases/2014/august/agl-acquires-macquarie-generation-assets	HTTP Error 403: Forbidden
http://www.ncoa.gov.au/report/phase-one/part-b/7-3-a-pathway-to-reforming-health-care.html	HTTP Error 404: Not Found
http://minister.innovation.gov.au/markbutler/mediareleases/pages/australiatomovetoafloatingpriceoncarbonpollutionin2014.aspx	HTTP Error 404: Not Found
http://www.daff.gov.au/__data/assets/pdf_file/0007/2269762/daff-foodstats-2011-12.pdf	<urlopen error [Errno 11001] getaddrinfo failed>
https://www.humanservices.gov.au/organisations/about-us/budget/budget-2015-16/budget-measures	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Hockey\'s%20\'poor\'%20drivers%20claim%20misleading%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-08-15%2Fjoe-hockey-poor-people-cars-claim-misleading%2F5671168&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Greens\'%20claims%20over%20Ferguson%20lobbying%20are%20in%20the%20ballpark%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2013-10-07%2Fmilne-ferguson-lobbying-code%2F4997304&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Promise%20check%3A%20%24500%20million%20for%20Adelaide\'s%20North-South%20road%20corridor%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-07-27%2Fadelaide-north-south-road-project-promise-check%2F5505338&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
http://www.vera.org/sites/default/files/resources/downloads/veraincarc_vFW2.pdf	HTTP Error 401: Authorization Required
https://law.adelaide.edu.au/research/law-reform-institute/documents/audit_report_lgbtiq_sept_2015.pdf	HTTP Error 404: Not Found
http://www.opec.org/opec_web/static_files_project/media/downloads/publications/ASB2013.pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
https://reports.ofsted.gov.uk/provider/files/2617099/urn/138516.pdf	HTTP Error 404: Not Found
https://twitter.com/intent/tweet?text=Kevin%20Rudd\'s%20ad%20on%20Australia\'s%20debt%2C%20credit%20rating%20checks%20out%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2013-08-14%2Fkevin-rudd-debt-ad-check%2F4866236&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
http://www.aucklandcouncil.govt.nz/SiteCollectionDocuments/aboutcouncil/planspoliciespublications/technicalpublications/TR2013021literaturereviewmechanismsregulatesupplyalcohol.pdf	HTTP Error 404: NOT FOUND
http://www.tra.gov.au/publications/international.html	HTTP Error 404: Not Found
http://www.planning.nsw.gov.au/Policy-and-Legislation/Mining-and-Resources/Safeguarding-our-Agricultural-Land	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
https://www.betterqueensland.org.au/speech-campaign-launch	<urlopen error [SSL: UNKNOWN_PROTOCOL] unknown protocol (_ssl.c:833)>
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/V9UHQ/4/?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.asio.gov.au/About-ASIO/Oversight-and-Accountability.html	HTTP Error 404: Not Found
http://health.nt.gov.au/library/scripts/objectifyMedia.aspx?file=pdf/88/29.pdf&siteID=1&str_title=Attachment%20A%20Tabulated%20Data%20on%20ED%20Presentations%20and%20Hospital%20Admissions%20in%20the%20NT.pdf	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/p1N6h/3?abcnewsembedheight=400	HTTP Error 404: Not Found
http://www.uncjin.org/Documents/Conventions/dcatoc/final_documents_2/convention_smug_eng.pdf	HTTP Error 403: Forbidden
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/8Or2s/2?abcnewsembedheight=370	HTTP Error 404: Not Found
https://www.liberal.org.au/latest-news/2013/08/15/tony-abbott-coalitions-economic-growth-plan-tasmania	HTTP Error 403: Forbidden
http://www.aihw.gov.au/publication-detail/?id=60129549469	HTTP Error 403: Forbidden
https://strongplan.com.au	HTTP Error 403: Forbidden
https://agriculturalcompetitiveness.dpmc.gov.au/	<urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
http://www.iata.org/publications/Pages/wats.aspx	HTTP Error 403: Forbidden
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1341451/	HTTP Error 403: Forbidden
http://www.greghunt.com.au/Home/LatestNews/tabid/133/ID/4576/Increased-payments-lock-in-record-Commonwealth-funding-for-hospitals.aspx	HTTP Error 404: Not Found
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-09-24/toc_pdf/1962-2.pdf;fileType=application%2Fpdf#search=%22chamber/hansards/2002-09-24/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
https://thenewdaily.com.au/money/retirement/2016/12/06/pension-cut-letter/	HTTP Error 403: Forbidden
http://www.juliebishop.com.au/doorstop-interview-old-parliament-house-canberra/	HTTP Error 403: Forbidden
http://www.crim.ox.ac.uk/news.php?id=1051	HTTP Error 404: Not Found
https://www.ato.gov.au/Individuals/Super/Other-contributions/Concessional-(before-tax)-contributions/	HTTP Error 403: Forbidden
http://www.bocsar.nsw.gov.au/bocsar/bocsar_crime_stats/bocsar_explanatorynotes.html	HTTP Error 404: NOT FOUND
https://www.agl.com.au/about-agl/media-centre/asx-and-media-releases/2014/september/agl-completes-acquisition-of-macquarie-generation-assets	HTTP Error 403: Forbidden
https://www.parliament.nsw.gov.au/prod/parlment/publications.nsf/0/3E778B45894E034ACA2575A6000E9FFC/$File/LegislativeCouncilResults2007.pdf	HTTP Error 404: NOT FOUND
http://www.daff.gov.au/__data/assets/pdf_file/0008/1132793/structure-poultry-ratite-ind.pdf	<urlopen error [Errno 11001] getaddrinfo failed>
https://www.humanservices.gov.au/organisations/about-us/budget/budget-2017-18	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Greens\'%20foreign%20ownership%20claim%20overstated%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2013-09-23%2Fgreens-foreign-ownership-claim-overstated%2F4965854&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://reports.ofsted.gov.uk/provider/files/2727853/urn/138516.pdf	HTTP Error 404: Not Found
https://twitter.com/intent/tweet?text=Labor%20MP%20Michelle%20Rowland%20incorrect%20on%20the%20Coalition\'s%20policy%20costings%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2013-08-14%2Fmichelle-rowland-incorrect-coalition-costings%2F4865274&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
http://www.liberal.org.au/latest-news/2013/08/17/tony-abbott-boosting-employment-indigenous-australians	HTTP Error 403: Forbidden
http://maps.finance.gov.au/entitlements_handbooks/docs/Handbook_Leader_Minority_Party.pdf	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/WTWwD/2?abcnewsembedheight=370	HTTP Error 404: Not Found
https://www.bitre.gov.au/publications/2014/files/trainline_002.pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/pB416/3?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.unfpa.org/webdav/site/global/shared/documents/publications/2009/state_of_world_population_2009.pdf	HTTP Error 403: Forbidden
http://www.aihw.gov.au/publication-detail/?id=60129549676&tab=3	HTTP Error 403: Forbidden
https://strongplan.com.au/policy/aboriginal-childrens-commissioner/	HTTP Error 403: Forbidden
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/AmY8r/2?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Parliamentary_Budget_Office/research_reports/Medicare_Benefits_Schedule	HTTP Error 404: Not Found
http://aid.dfat.gov.au/makediff/humanitarian/her-ops-preparedness/Pages/initiative-partnership-australian-red-cross.aspx	<urlopen error timed out>
http://www.pm.gov.au/press-office/transcript-joint-press-conference-1	HTTP Error 404: Not Found
https://www.pm.gov.au/media/2016-02-22/joint-media-release-senate-voting-reform	HTTP Error 404: Not Found
http://www.uat.rfs.nsw.gov.au/dsp_more_info.cfm?CON_ID=10782&CAT_ID=1327	HTTP Error 403: Forbidden
https://www.liberal.org.au/latest-news/2013/08/16/tony-abbott-clearing-labors-30000-illegal-arrivals-backlog	HTTP Error 403: Forbidden
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2766514/	HTTP Error 403: Forbidden
http://www.propublica.org/special/sealing-loose-lips-charting-obamas-crackdown-on-national-security-leaks	HTTP Error 403: Forbidden
http://www.reuters.com/article/2014/03/16/us-ukraine-east-idUSBREA2F0P220140316	The read operation timed out
https://tobacco.ucsf.edu/sites/tobacco.ucsf.edu/files/u9/Chan-letter-June16%20PST%20FINAL%20with%20129%20sigs.pdf	HTTP Error 403: Forbidden
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1bc0fdc7-f71b-4767-878a-7b9e064e1849/toc_pdf/House%20of%20Representatives_2018_09_19_6571.pdf;fileType=application%2Fpdf#page=84	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;db=CHAMBER;id=chamber%2Fhansards%2F56bab1ba-df39-47db-b4be-430bfbaaa524%2F0198;query=Id%3A%22chamber%2Fhansards%2F56bab1ba-df39-47db-b4be-430bfbaaa524%2F0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22legislation%2Fsched%2Fr4016_sched_48598f62-51a9-4c5c-bd6b-e842529f25b8%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/legislation/ems/r5602_ems_eaf0c94e-5c93-464c-8f7f-0fc935507d80/upload_pdf/504644.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/handbook/newhandbook/2017-06-21/toc_pdf_repeat/Part%206%20-%20Historical%20information%20on%20the%20Australian%20Parliament.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/media/pressrel/ZHA20/upload_binary/zha202.pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/library/prspub/1276913/upload_binary/1276913.pdf;fileType=application/pdf#search=%22background%20note%20(parliamentary%20library,%20australia)%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.dpmc.gov.au/guidelines/docs/ministerial_ethics.pdf	HTTP Error 404: Not Found
https://www.ato.gov.au/Individuals/Super/Other-contributions/Government-super-contributions/	HTTP Error 403: Forbidden
http://www.bom.gov.au/climate/current/annual/aus/2013/	HTTP Error 403: Forbidden
https://www.agl.com.au/about-agl/media-centre/asx-and-media-releases/2017/september/agl-energy-statement-on-liddell-power-station	HTTP Error 403: Forbidden
http://www.daff.gov.au/__data/assets/pdf_file/0011/2293328/national-food-plan-white-paper.pdf	<urlopen error [Errno 11001] getaddrinfo failed>
https://www.humanservices.gov.au/sites/default/files/co029-1603en.pdf	HTTP Error 403: Forbidden
http://www.greghunt.com.au/Home/LatestNews/tabid/133/articleType/ArticleView/articleId/2507/categoryId/21/Date-Set-For-Whaling-Case-Welcomed.aspx	HTTP Error 404: Not Found
http://www.opec.org/opec_web/static_files_project/media/downloads/publications/ASB2013.pdf/	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
https://twitter.com/intent/tweet?text=Concern%20Australian%20bank%20lending%20\'exceptionally%20high\'%20is%20overblown%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2013-09-20%2Fschulte-house-bubble%2F4969228&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Do%20eight%20out%20of%2010%20taxpayers%20pay%20for%20Australia\'s%20social%20services%20bill%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2015-10-14%2Fdo-eight-of-ten-taxpayers-fund-welfare-bill%2F6822840&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Was%20Labor%20responsible%20for%20\'a%20record%20deficit\'%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2016-06-14%2Ffact-check-is-labor-responsible-for-a-record-deficit%2F7495860&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20How%20do%20Australia\'s%20carbon%20emissions%20targets%20compare%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2015-12-01%2Faustralias-carbon-emissions-targets-compare-paris-2015%2F6938844&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Are%20Labor\'s%20policies%20socialist%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2017-09-20%2Ffact-check3a-are-labor27s-policies-socialist3f%2F8948552&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://www.parliament.nsw.gov.au/prod/parlment/publications.nsf/0/60644740029192D2CA256ECF000AF9C1/$File/LC1999AntonyGreen.pdf	HTTP Error 404: NOT FOUND
https://twitter.com/intent/tweet?text=Labor\'s%20National%20Broadband%20Network%20ad%20oversimplifies%20its%20benefits%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2013-08-20%2Flabor-nbn-ad-put-to-the-test%2F4896412&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
http://www.acilallen.com.au/projects/1/economic-analysis/108/the-strategic-role-of-the-australian-automotive-manufacturing-industry-september-2013-report-to-the-federal-chamber-of-automotive-industries	HTTP Error 404: Not Found
http://www.ncoa.gov.au/report/phase-one/part-b/7-5-family-tax-benefits.html	HTTP Error 404: Not Found
http://www.ga.gov.au/image_cache/GA3746.pdf	HTTP Error 404: Not Found
http://www.appa.asn.au/content/gonski-report/Review-of-Funding-for-Schooling-Final-Report-Dec-2011.pdf	HTTP Error 404: Not Found
http://www.asio.gov.au/About-ASIO/What-we-do.html	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/X5Zhm/1?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.planning.nsw.gov.au/Policy-and-Legislation/Mining-and-Resources/~/media/8638538DDE98492A8177F661CD849988.ashx	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/pShFU/3?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.abs.gov.au/AusStats/ABS@.nsf/Latestproducts/5220.0Main%20Features22012-13?opendocument&tabname=Summary&prodno=5220.0&issue=2012-13&num=&view=	HTTP Error 404: Not Found
http://www.aihw.gov.au/youth-justice/jj-nmds-background/	HTTP Error 403: Forbidden
https://strongplan.com.au/policy/drug-treatment-orders/	HTTP Error 403: Forbidden
https://nationalseniors.com.au/be-informed/50something/budget-special-spare-change	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/COWCz/1?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.health.gov.au/internet/budget/publishing.nsf/Content/CCC6073A541A1B3FCA257CBC00035587/$File/Budget%20at%20a%20Glance-13May14.pdf	HTTP Error 404: Not Found
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3828681/pdf/AJPH.2012.300974.pdf	HTTP Error 403: Forbidden
http://health.nt.gov.au/library/scripts/objectifyMedia.aspx?file=pdf/88/30.pdf&siteID=1&str_title=Attachment%20B%20Graphical%20Summaries%20of%20Alcohol%20Related%20ED%20Presentations%20and%20Admissions%20to%20NT%20Hospitals.pdf	HTTP Error 404: Not Found
http://www.bom.gov.au/climate/current/annual/nsw/summary.shtml	HTTP Error 403: Forbidden
https://www.ato.gov.au/Individuals/Super/Super-and-tax/	HTTP Error 403: Forbidden
https://agriculturalcompetitiveness.dpmc.gov.au/sites/default/files/issues_paper.pdf	<urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
https://www.agl.com.au/about-agl/media-centre/asx-and-media-releases/2018/april/receipt-of-unsolicited-highly-conditional-proposal-from-alinta-energy	HTTP Error 403: Forbidden
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2003-02-04/toc_pdf/2191-3.pdf;fileType=application%2Fpdf#search=%22chamber/hansards/2003-02-04/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.daff.gov.au/animal-plant-health/pests-diseases-weeds/animal/avian-influenza	<urlopen error [Errno 11001] getaddrinfo failed>
https://www.liberal.org.au/latest-news/2013/08/17/tony-abbott-coalition-will-build-better-roads-perth	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Was%20Labor\'s%20PNG%20refugee%20deal%20for%20one%20year%20only%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2017-08-10%2Ffact-check-were-refugees-supposed-to-be-resettled-in-australia%2F8775992&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20How%20does%20Australia\'s%20plan%20to%20strip%20foreign%20fighters%20of%20citizenship%20compare%20to%20other%20nations%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2015-06-11%2Fforeign-fighters-citizenship-around-the-world%2F6498920&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Did%20Infrastructure%20Australia%20say%20Qld\'s%20Cross%20River%20Rail%20project%20is%20not%20needed%20until%202036%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2017-11-22%2Ffact-check-cross-river-rail-queensland-election%2F9148448&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Pyne%20exaggerates%20Labor\'s%20international%20student%20\'failure\'%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2013-10-04%2Fpyne-international-student-failure%2F4994330&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
http://www.crimecommission.nsw.gov.au/files/Annual_Report_2011-2012.pdf	HTTP Error 404: Not Found
https://twitter.com/intent/tweet?text=Liberal%20MP%20Kelly%20O\'Dwyer%20incorrect%20on%20Australia\'s%20refugee%20intake%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-02-24%2Fliberal-mp-kelly-odwyer-incorrect-on-australias-refugee-intake%2F5270252&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
http://www.greghunt.com.au/Home/LatestNews/tabid/133/articleType/ArticleView/articleId/2520/Speech-to-the-ANU-Direct-Action-Plan-on-Environment-and-Climate-Change.aspx	HTTP Error 404: Not Found
http://generationone.org.au/about	HTTP Error 404: Not Found
http://www.vicpower.com.au/SECV_Annual_Report_2012-2013.pdf	<urlopen error [Errno 11001] getaddrinfo failed>
http://www.senatorbirmingham.com.au/Latest-News/ID/3502/Interview-on-Sky-News-To-The-Point-with-Kristina-Keneally-and-Peter-Van-Onselen	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/XmNF1/1?abcnewsembedheight=370	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/qwhDX/1?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.abc.net.au/triplej/hack/stories/s3947423.htm	HTTP Error 404: Not Found
https://www.toyota.co.nz/our-range/corolla/corolla-hatch/specifications/levin-zr/	HTTP Error 404: Not Found
https://strongplan.com.au/policy/liberal-energy-solution/	HTTP Error 403: Forbidden
http://www.unhcr.org.au/pdfs/detentionguidelines.pdf	HTTP Error 403: Forbidden
http://apo.org.au/files/Resource/austparl_australiashumanitarian_jan2015.pdf	HTTP Error 404: Not Found
http://www.liberal.org.au/latest-news/2013/08/18/tony-abbott-coalitions-paid-parental-leave-scheme	HTTP Error 403: Forbidden
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/CySkg/1?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.audit.vic.gov.au/publications/1997/19971111-Special-Report-50-Metropolitan-Ambulance-Service.pdf	HTTP Error 404: Not Found
http://dubaimetro.eu/about-dubai-metro/metro-express	timed out
https://nesa.com.au/media/48269/130217_gillard,%20swan,%20combet_gillard%20government%E2%80%99s%20$1%20billion%20jobs%20plan.pdf	HTTP Error 404: Not Found
http://www.sydneylightrail.transport.nsw.gov.au/projects/inner-west-light-rail	HTTP Error 404: Not Found
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4890842/	HTTP Error 403: Forbidden
